" 186. Pick the correct one i. Unless the terms of appointment stipulate something to the contrary, it is the audit's main purpose in carrying out a financial audit to determine whether any fraud has been perpetrated. ii. Detection of fraud is not the main purpose of financial audit and frauds involving collusion, particularly at senior management level, may not be ordinarily detected by normal auditing procedures. iii. In financial audit aims to give a reasonable assurance to detect material misstatement in the account, so if a material fraud was perpetrated and not discovered by audit, the conduct of audit can be called in question, particularly if the evidence was such as would arouse suspicion in an auditor of normal prudence. iv. The audit party needs to be aware of the possibilities of fraud at the planning stage and should be vigilant while carrying out the audit work","(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv ",(d) All of the above.,B,
" 187. An in-depth analysis of the mechanics of a system reveals that it is designed with appropriate controls, checks and balances to safeguard against errors, frauds, etc. is called",(a) System Audit ,(b) Concrete Audit,(c) Focused Audit,(d) Detective Audit,A,
 188. Possible fraud indicators arei. Missing vouchersii. Production of photocopies of documents instead of originalsiii. Discrepancies between predicted figures and actual figures during analytical review proceduresiv. Employees in sensitive posts not taking leave,"(a) i, ii and iii ","(b) ii, iii and iv ","(c) i, iii and iv ",(d) All of the above.,D,
" 189. The auditee may be required by law or regulation to report certain fraud or illegal acts to specified internal or external parties (a Central/State Government investigating agency or Central/State Vigilance Commission). If auditors have communicated such illegal acts to the auditee, and it fails to report them, then the auditors should ",(a) report the fraud or illegal acts to specified internal or external parties as the case may be ,(b) report the matter to Central/State Government concerned ,(c) include the matters in their report ,(d) lodge and FIR against the person held responsible prime facie.,C,
 190. Certification of financial statement pertaining to World Bank Aided Projects ,(a) Balance Sheet,(b) Statement of Expenditure,(c) Profit and Loss Account/ Revenue Account,(d) Balance Sheet and Profit and Loss Account/ Revenue Account,B,
 191. Match the following Sl No. Auditee Entity Sl No. Financial Statement Certification A Central/State/UT Govt. I Balance Sheet and Profit and Loss Account/Revenue Account B Statutory Corporation II Balance Sheet and Profit and Loss Account C Government Companies III Appropriation and Finance Accounts D Externally Aided Projects IV Statements of Expenditure ,"(a) A-III, B-I, C-II, D-IV","(b) A-I, B-II, C-III, D-IV","(c) A-III, B-II, C-IV, D-I","(d) A-III, B-IV, C-I, D-II",A,
" 192. For the purpose of certifying the financial Statement in respect of externally aided projects, the SAI India acts as ",(a) a sole auditor ,(b) a statutory auditor ,(c) an independent auditor,(d) an artificial juridical auditor,C,
 193. Off-site audit is,(a) audit of third party to arrive at conclusion of auditee entity ,(b) audit of books of accounts of an auditee entity for more than six years preceding to current year.,(c) audit of books of accounts of an auditee entity for a block of years ,(d) audit of books of accounts of an auditee entity from vouchers and data available in audit office without visiting the auditee entity.,D,
" 194. The Chartered Accountants, who act as Statutory Auditors and carry on the primary audit work and the CAG certifies the ‘true and fair view’ of the accounts in accordance with the requirements of the Companies Act, 1956.",(a) True,(b) False,,,B,
 195. Pick the incorrect one regarding responsibility for Audit of Entities of State Governments and Union Territory Governments [Nature of Assurance ->Responsible authority],"(a) For the certification of the annual accounts as a whole, including the audit of Civil Departments ->A.G (Civil Audit) ","(b)For providing assurance regarding the internal controls in Treasuries, Sub-Treasuries and Pay & Accounts Offices in cases where they are being inspected by the Accountant General (A&E) ->A.G (Civil Audit) ",(c) For financial (attest) audit of Autonomous Bodies ->A.G (Civil Audit)/A.G (Commercial Works and Receipt Audit) ,(d) For financial (attest) audit of Government Companies and Corporations ->A.G (Civil Audit)/A.G (Commercial Works and Receipt Audit),B,
 196. Pick the incorrect one regarding providing assurance in connection with audit of entities of the Union Government [Nature of Assurance ->Responsible authority],"(a) For the certification of the Finance and Appropriation Accounts as a whole, including the audit of Civil Departments under his audit jurisdiction ->The Director General of Audit (Central Revenues)",(b) For providing assurance regarding the portion of the Accounts pertaining to Economic and Service Ministries ->The Principal Director of Audit (ESM),(c) For providing assurance regarding the portion of the Accounts pertaining to Scientific Departments ->The Principal Director of Audit (Scientific Departments) ,(d) For providing assurance regarding the portion of Accounts pertaining to the Pay and Accounts Offices and Union Government Offices located outside Delhi ->The Principal/Accountant General (Civil Audit) in respective States,D,
 197. Pick the incorrect one ,(a) The Accountant General responsible for the certification of the annual accounts as a whole is termed as ‘principal auditor’ and the other Accountants General who are also responsible for the audit of the units of the entity are termed as ‘sub auditors’ ,(b) It is preferable to hold meeting between the principal auditor and sub auditors for better co-ordination and smoothening the audit process. ,"(c) The sub auditors shall communicate their findings, together with working papers. They shall also, if required by the principal auditor, furnish copies of their findings as set out in the inspection reports and any management letters issued by them, together with supporting working papers. ","(d) For the purposes of any clarifications regarding sampling and projection of errors involving the transactions audited by sub auditors, the advice of the principal auditor may be obtained",D,
" 198. To deal with the certification work, a separate cell on financial (attest) audit may be formed within each Group in every Audit Office headed by",(a) a Senior/Audit Officer ,(b) An Assistant Account General ,(c) a Dy. AG/ Sr. Dy. AG,(d) the AG,A,
 199. In respect of a State Government the Accountant General (A&E) (who compiles the accounts and prepares Finance and Appropriation Accounts) receives accounts from different sourcesi. Treasury Accountsii. Compiled Accountsiii. Inter-Government transactionsiv. Transactions originating in AG’s office v. Finalisation of annual accounts ,"(a) i, ii, iii and iv ","(d) ii, iii, iv and v","(c) i, iii, iv and v ",(d) All of the above.,D,
" 200. Where IT systems are used for the purpose of generating financial statements, it is essential to carry out IT Audit of such systems. Pick the incorrect pair [IT System in the Office ->Audit by]","(a)AG (A&E) like VLC, GPF and Pension ->AG (AE)",(b) Treasuries ->AG (A&E),"(c) Controller General of Accounts ->DG (Audit-CR), PDs (Central) and AsG (Audit) in case of branches/regional offices ",(d)None of the given,A,
 201. VLC stand for,(a) Voucher Listing Cell,(b) Voucher Level Computerisation,(c) Voucher Levelling Cell,(d) Voucher Listing & Computerisation,B,
 202. VLC uses the software,(a) IBM,(b) Lunix,(c) Oracle ,(d) Unix,C,
