 226. Contractor’s Ledger is maintained in form ,(a) CPWA 38 ,(b) CPWA 41 ,(c) CPWA 41 ,(d) CPWA 43,D,(10.7.1),,
" 227. Find the correct one (i) A separate folio or set of folios being reserved for all the transactions with each contractor for whom a personal account is maintained. (ii) A personal account should be opened in the ledger for every contractor with whom formal contract has been entered into. (iii) A personal account should not be opened in the ledger when the work or supply entrusted to him is not important and no payment is made to him except on a First and Final bill, Form CPWA 24, on completion. (iv) If only materials are issued to the contractor or any payments are made on his behalf, a ledger account must be opened. ","(a) i, ii and iii ","(b) i, iii and iv ","(c) ii, iii and iv ",(d) All of the above,B,(10.7.1 & 10.7.2) whether a contract formal or not entered into.,,
 228. The contractor’s ledger should be written up ,(a) at site of work ,(b) Contractor’s office ,(c) SD Office ,(d) Divisional Office,D,(10.7.3),,
" 229. Find the correct one (i) It is not necessary for the sub-divisional Officer to maintain a ledger similar to contractor’s ledger in his office, but if he maintains one, the divisional office may require him to furnish extracts therefrom. (ii) The value of work done or supplies made by a contractor should not be credited to his account until his bill has been passed and payment made thereon except when a contractor’s account is to be closed (iii) Debit entries in the Ledger should be made only on the basis of transactions recorded in the accounts, the posting being made from the supporting cash, stock or adjustment vouchers, liabilities not yet liquidated should be excluded altogether (iv) The value of materials, if any, issued to a contractor should be debited to his account on the authority of his acknowledgement ","(a) i, ii and iii ","(b) i, ii and iv ","(c) ii, iii and iv ",(d) All of the above,C,(10.7.3 & 10.7.4) SD office may not require to furnish the extract.,,
 230. Security deposits of contractors should be recorded in the Contractor’s Ledger as ,(a) Debit entry ,(b) credit entry ,(c) Contra entry ,(d) None of the above,D,(Note below 10.7.4),,
 231. The total number of columns in a Contractor’s Ledger CPWA 43 is ,(a) 9 ,(b) 10 ,(c) 11 ,(d) 12,C,(10.7.5_a),,
 232. Pick the incorrect regarding the column number dealing with a head of a contractor ledger ,(a) Column No. 4-Advance Payment ,(b) Column No. 5-Secured Advance ,(c) Column No. 6-Other Transactions ,(d) Column No. 7-Debit,D,(10.7.5_a) Col. 7-Name/Account of work & Particular of transaction,,
 233. Pick the incorrect regarding the column number dealing with a head of a contractor ledger ,(a) Column No. 7-Name/Particular of work ,(b) Column No. 8-Debit ,(c) Column No. 9-Credit ,(d) Column No. 10-Remarks,D,"(10.7.5_a) Col. 10-Total value of work/supplies, Col. 11-Remarks",,
 234. Match the following ,(A) Figure in Column 4 of Contractor’s Ledger (i) Figure E of CPWA 26A ,(B) Figure in Column 5 of Contractor’s Ledger (ii) Figure D of CPWA 26 ,(C) Figure in Column 6 of Contractor’s Ledger (iii) Figure G of CPWA 26 ,(D) Figure in Column 8 of Contractor’s Ledger (iv) Figure H of CPWA 26 ,B,(10.7.5_c_ii to vi),"(c) A-i, B-iii, C-iv and D-ii ","(d) A-iii, B-i, C-iv and D-iii"
" 235. Column 9 – “Gross Transactions – Credits” – should be entered with the value of work or supplies creditable to the contractor, which will be figure ",(a) C of CPWA 26 ,(b) D of CPWA 26 ,(c) E of CPWA 26 ,(d) F of CPWA 26,D,(10.7.5_c_vii),,
" 236. Column 10 – “Total value of Work or Suppliers” – In the case of Running Account Bill, here should be entered the total value of work done or supplies made up-to date, as per figure ",(a) A of CPWA 26 ,(b) B of CPWA 26 ,(c) C of CPWA 26 ,(d) D of CPWA 26,A,(10.7.5_c-viii),,
 237. The ledger accounts should be closed and balanced ,(a) daily ,(b) weekly ,(c) monthly ,(d) yearly,C,(10.7.6),,
 238. The last entry in column 10 “Total value of Work or Suppliers” of the Contractor’s Ledger should be initialled and dated by ,(a) SDO ,(b) DA ,(d) DO ,(d) Contractor,B,(10.7.5_viii),,
 239. Pick the incorrectly matched one Option Class of Balance Serial Number of entry in Memorandum of Payments on class of Balance in the Running Account Bill (Form CPWA 26) a Advance Payments 2 b Secured Advances 3 c Other Transactions 4 d Other Transactions 5,,,,,C,(10.7.6),,
 240. Who should ensure the correctness of the Contractor’s Ledger and also further see that there is no indication of a transaction pertaining to a running account having been settled on a Form of bill not permitted to be used for the purpose? ,(a) SDO ,(b) DO ,(C) DA ,(d) Pay & Accounts Officer,C,(10.7.7),,
" 241. State whether true or false A contractor requiring a copy of his running account bill or an extract from his account in the Contractors’ Ledger, Form CPWA-43 should not be furnished with the same. He should, however, be encouraged to look at his account in the ledger and sign it in token of his acceptance of it. ",(a) True ,(b) False,,,B,(10.7.9) if demanded extract of his ledger account to be furnished to him.,,
 242. The Account relating to issue of material direct to work when contract is of labour or the work is to be done departmentally and also for land acquisition the ledger will be maintained in Form ,(a) CPWA 43 ,(b) CPWA 43-A ,(c) CPWA 44 ,(d) CPWA 45,B,(10.7.10),,
 243. Contractor’s Ledger CPWA 43 consists of 11 columns in total whereas ledger maintained to record issue of material direct to work when contract is of labour or the work is to be done departmentally and also for land acquisition consists of how many of columns? ,(a) 10 ,(b) 11 ,(c) 12 ,(d) 13,D,(10.7.10),,
" 244. The cost of carriage of stock materials to site of works, and of all carriage charges, in connection with the movement, from place to place, of other materials issued to or provided specially for a work, should be debited to ",(a) the account of the division ,(b) the account of the work ,(c) the stock Account ,(d) the account of scheduled rates,B,(10.8.1_a),,
 245. Carriage charge for Issue of material to the promised place of delivery where the supply of departmental materials are stipulated in the contracts shall be accounted for in Works Abstract under the sub-head ,(a) Contractor’s Other Transaction ,(b) Contingency ,(c) Material ,(d) Addl. Charges for issue of materials,D,(10.8.1_a),,
 246. Carriage/incidental charge for Issue of material beyond the place of delivery where the supply of departmental materials are stipulated in the contracts shall be accounted for in Works Abstract under the sub-head ,(a) Contractor’s Other Transaction ,(b) Contingency ,(c) Material ,(d) Addl. Charges for issue of materials,A,(10.8.1_a),,
 247. Carriage/incidental charge for Issue of material direct to work and to the contractor whose contract is for labour only shall be accounted for in Works Abstract under the sub-head ,(a) Contractor’s Other Transaction ,(b) Contingency ,(c) Material ,(d) Addl. Charges for issue of materials,C,(10.8.1_a),,
" 248. When surplus materials are returned from a work to stock, carriage/incidental charge should be borne by ",(a) stock ,(b) Contractor ,(c) work ,(d) revenue of division,C,(10.8.1_b),,
" 249. When surplus materials are transferred to another work, the carriage/incidental charge may be debited to ",(a) work from which transferred ,(b) work to which transferred ,(c) either work as may be equitable ,(d) work that has larger estimate.,C,(10.8.1_a),,
" 250. State whether true or false In all cases, the places from and to which materials are conveyed, the distance, the quantity and the approximate weight must be stated clearly in the payment vouchers. ",(b) True ,(b) False,,,A,(10.8.1_d),,
" 251. The expense attendant, upon the necessary examination of the soil for the foundations of works ordered by competent authority should be treated as ",(a) outlay on works ,(b) contingent charge ,(c) Departmental charges ,(d) Special contingency.,A,(10.8.2),,
" 252. The expenditure incurred on ceremonies connected with the inauguration of important public works in the case of irrigation projects (Commercial), should be debited to the ",(a) Outlay of project ,(b) Revenue account of the project ,(c) Direction and Administration ,(d) Contingency of sanctioned estimates,B,(10.8.3),,
" 253. The expenditure incurred on ceremonies connected with the inauguration of important public works other than irrigation projects (Commercial), should be debited to the ",(a) Outlay of project ,(b) Revenue account of the project ,(c) Direction and Administration ,(d) Contingency of sanctioned estimates,D,(10.8.3),,
 254. Municipal or other rates and taxes on Government buildings shall be adjusted in the manner laid down in ,"(a) GFR, 2005 ","(b) R&P Rules, 1983 ",(c) Civil Accounts Manual ,"(d) Government Accounting Rules, 1990",D,(10.8.4),,
 255. Whenever the maintenance of any works under the administrative control of the Public Works Department is entrusted to the agency of another Civil Department expenditure connected with the work will be subject to the following reservations; pick the incorrect one ,(a) It is entrusted with sanction of the Administrative Ministry/Administrator Concerned ,(b) The Civil Department should be responsible to the Public Works Department to account for appropriation placed at its disposal. ,(c) The Public Works Department should retain budgetary and financial control ,(d) The Public Works Department should retain technical control through inspection.,A,(10.8.5),,
" 256. When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body, the payment made to it on this account should be treated as a payment for work done by a ",(a) Central Government/PWD ,(b) Local Government ,(c) State Government ,(d) contractor,D,(10.8.6),,
" 257. When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body and a lump sum payments have been agreed upon, the procedure for settling the account periodically, and for recording the cost of the works, may be simplified, with the concurrence of the ",(a) CE/DG (Work) ,(b) Ministry of Urban Development ,(c) Controller General of Accounts ,(d) Chief Controller of Accounts,D,(10.8.6),,
" 258. State whether true or false When the Public Works Department entrusts to the agency of a District Board, or other local body, the maintenance of Government buildings or roads, without transferring the property to the local body, the payment made to it on this account should be charged to the detail heads “grants-in-aid” ",(a) True ,(b) False,,,B,(Note 1 below 10.8.6),,
 259. The detail heads “grants-in-aid” is intended for cash contributions made to local bodies in connection with ,"(a) roads which are either not the property of Government or being such property, have been transferred to the control of a local body ","(b) miscellaneous civil works, the cost of which, if constructed by the Public Works Department would be debitable to the minor head “Construction” and for the financial assistance given to these bodies, in the form of expenditure incurred in the Public Works Department on a work constructed by the department on their behalf. ",(c) Both of the above ,(d) Neither of the above,C,(Note 1 below 10.8.6),,
" 260. It is not permissible to apply, without the sanction of the competent authority, any anticipated or actual savings on a sanctioned estimate of a definite project, to carry out additional work not contemplated in the original project or fairly contingent on its actual execution. However, subject to the availability of funds under sub-head “Contingencies” in the sanctioned project estimate, such additional works not contemplated in the sanctioned project, may be executed by the Divisional Offices subject to the acceptance of the ",(a) Controller General of Accounts ,(b) Chief Controller of Accounts ,(c) Government of India ,(d) Engineer-in-Chief .,D,(10.8.7),,
